article_Id;sort_AMSTAR_levels;AMSTAR_consensus_2;AMSTAR_levels_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;PC1;PC2;PC3;PC4;number_of_cites_Google_Scholar;number_of_cites_Web_of_Science;title;topic;journal;journal_dermatology;year;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Normalized Eigenfactor;avgJifPercentile;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;;num_authors;num_institutions;funding;funding_class;funding_class_2;funding_academic;funding_industry;pharma_name;funding_non_pharma_companies;conflict_of_interest;conflict_of_interest_%authors;countries_authors;page_count;log_page_count;clinical_trials;observational_studies;CTANDobservational;systematic_reviews;economic_studies;metaanalysis_included;economic_analysis_included;dateOFsubmissionTOjournal;dateOFacceptanceBYjournal;dateOFacceptanceBYjournal;daysFORreviewJournal_days;clusterFromHeatmap
196;87;7;moderate_quality;1;1;1;0;0;1;1;0;1;0;1;-0.17789724;1.35447358;0.10301935;-0.8101540195;42;22;Efficacy of systemic therapies for moderate-to-severe psoriasis: a systematic review and meta-analysis of long-term treatment;Treatment;Journal of the European Academy of Dermatology and Venereology;1;2012;4743;2.694;2.444;2.959;0.665;254;4.7;8;0.01455;0.866;83.46;Not Available;78.814;ISSN 09269959, 14683083;1.372;Q1;70;311;1201;9195;2385;633;3.25;29.57;United Kingdom;;9;4;funding;Pharma;Pharma;0;1;Wyeth Pharma;0;9;100;;14;3.81;1;0;0;0;0;1;No;10/24/2011;2/1/2012;2/1/2012;70;Cluster 1
221;88;7;moderate_quality;0;0;1;1;0;1;1;1;1;0;1;0.9713354;-0.3682994;-0.28507617;0.3831522204;15;4;Ustekinumab, a human interleukin-12/23 monoclonal antibody, in patients with psoriasis: A meta-analysis;Treatment;Journal of Dermatological Treatment;1;2011;847;1.234;1.218;1.394;0.214;56;5.6;7.7;0.00221;0.371;91.07;Not Available;42.241;ISSN 09546634;0.647;Q2;41;67;248;1247;353;220;1.48;18.61;United Kingdom;;7;4;funding;Academic;Academic;1;0;NA;0;0;0;1;14;3.81;1;0;0;0;0;1;No;3/23/2010;3/28/2010;3/28/2010;5;Cluster 4
224;89;7;moderate_quality;0;1;1;0;0;1;1;1;1;1;0;0.81648546;-0.71888588;1.77019091;-0.4140671917;2;0;Association of -619C/T polymorphism in CDSN gene and psoriasis risk: a meta-analysis;Pathogeny;Genetics and Molecular Research;0;2011;1213;1.184;0.992;1.161;0.094;413;3.5;8.8;0.00391;0.281;99.52;Not Available;16.519;ISSN 16765680;0.369;Q4;34;434;574;9002;743;570;1.25;20.74;Brazil;;6;2;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;9;3.17;0;1;0;0;0;1;No;4/28/2011;9/29/2011;9/29/2011;154;Cluster 3
245;90;7;moderate_quality;0;1;1;1;1;1;1;0;0;0;1;-0.09685673;0.19867591;-0.96299071;1.9025380401;95;40;Efficacy and safety of treatments for childhood psoriasis: A systematic literature review;Treatment;Journal of the American Academy of Dermatology;1;2010;19751;4.274;3.99;4.161;0.644;219;8.8;8.1;0.03303;1.068;85.39;Not Available;93.636;ISSN 01909622, 10976787;1.589;Q1;162;454;1411;10355;5051;1195;3.93;22.81;United States;;7;;funding;Pharma & Academic;Pharma;1;1;Wyeth Pharma;0;4;57.14;1;18;4.17;1;1;1;1;0;0;No;1/1/2001;11/9/2009;11/9/2009;NA;
262;91;7;moderate_quality;0;1;1;1;0;1;1;1;0;0;1;0.93668549;0.20073619;-0.98027569;0.3084936219;70;40;Efficacy of Systemic Treatments for Moderate to Severe Plaque Psoriasis: Systematic Review and Meta-Analysis;Treatment;Dermatology;1;2009;4524;2.741;2.305;2.078;0.467;135;8.9;6.5;0.00705;0.491;99.26;Not Available;73.958;ISSN 14219832, 10188665;1.062;Q1;72;134;513;2748;1094;368;3;20.51;Switzerland;;6;3;funding;Pharma;Pharma;0;1;AbbVie;0;3;50;2;10;3.32;1;0;0;0;0;1;No;9/18/2008;4/8/2009;4/8/2009;320;Cluster 4
266;92;7;moderate_quality;0;0;1;1;1;1;1;1;1;0;0;0.76493487;-1.3220628;-0.02311144;2.7245595409;95;42;Effect of folic or folinic acid supplementation on methotrexate-associated safety and efficacy in inflammatory disease: a systematic review;Treatment;British Journal of Dermatology;1;2009;17207;4.26;3.621;3.955;0.727;373;7.4;6.6;0.03732;1.044;92.49;Not Available;92.708;ISSN 13652133, 00070963;2.003;Q1;139;556;1742;13234;5517;1055;5.4;23.8;United Kingdom;;;1;UNK;UNK;UNK;0;0;NA;0;0;NA;1;7;2.81;1;0;0;1;0;1;No;1/1/2001;7/14/2008;7/14/2008;NA;
267;93;7;moderate_quality;1;0;1;1;0;1;1;1;1;0;0;0.58331898;-0.39570599;0.04219746;1.2155289317;19;NA;Psoriasis (chronic plaque);Treatment;BMJ clinical evidence;0;2009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ISSN 14623846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;United Kingdom;;2;;;UNK;UNK;0;0;NA;0;2;100;1;109;6.77;1;1;1;1;0;0;No;1/1/2001;1/9/2019;1/9/2019;NA;
269;94;7;moderate_quality;1;0;1;1;0;1;1;1;1;0;0;0.58331898;-0.39570599;0.04219746;1.2155289317;141;75;Safety and efficacy of alefacept, efalizumab, etanercept and infliximab in treating moderate to severe plaque psoriasis: a meta-analysis of randomized controlled trials;Treatment;British Journal of Dermatology;1;2008;16437;3.489;3.063;3.64;0.761;330;7.6;6.9;0.03615;0.932;93.94;Not Available;91.86;ISSN 13652133, 00070963;1.56;Q1;139;551;1781;13281;5056;1078;4.4;24.1;United Kingdom;;5;4;UNK;UNK;UNK;0;0;NA;0;1;20;1;12;3.58;1;0;0;0;0;1;No;1/1/2001;10/27/2007;10/27/2007;NA;Cluster 6
285;95;7;moderate_quality;0;0;1;1;0;1;1;1;1;0;1;0.9713354;-0.3682994;-0.28507617;0.3831522204;166;;Topical preparations for the treatment of psoriasis: a systematic review;Treatment;British Journal of Dermatology;1;2002;11364;2.696;2.379;NA;0.536;360;6.8;7;NA;NA;96.11;Not Available;93.75;ISSN 13652133, 00070963;1.224;Q1;139;514;1870;9882;3548;1050;3.22;19.23;United Kingdom;;3;3;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;14;3.81;1;0;0;0;0;1;No;1/1/2001;1/17/2002;1/17/2002;381;
289;96;7;moderate_quality;1;0;1;1;1;1;0;0;1;0;1;-1.29028522;0.54838738;-0.15137951;2.0366779457;220;;A systematic review of treatments for severe psoriasis;Treatment;Archives of Dermatology;1;2000;10589;3.292;2.972;NA;0.32;206;>10.0;6.7;NA;NA;95.63;Not Available;95.833;ISSN 21686084, 21686068;1.112;Q1;134;370;1092;4767;1949;693;2.88;12.88;United States;;5;3;funding;Academic;Academic;1;0;NA;0;5;100;1;133;7.06;1;0;0;0;0;1;No;1/1/2001;1/1/2000;1/1/2000;-366;
1;97;6;moderate_quality;0;1;1;0;1;1;1;1;0;0;0;0.87871419;-0.6223117;-0.67569167;1.4346289486;6;NA;Psoriasis and sleep disorders: A systematic review;Comorbidities;Sleep Medicine Reviews;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;3;3;funding;Academic;Academic;1;0;NA;0;0;0;1;13;3.7;0;0;0;0;0;0;No;4/25/2015;9/9/2015;9/9/2015;137;
33;98;6;moderate_quality;1;1;1;1;0;1;0;0;0;0;1;-1.1829161;1.10870445;-0.68286978;0.287293026;2;1;The epidemiology of childhood psoriasis: a scoping review;Pathogeny;British Journal of Dermatology;1;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;6;3;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;16;4;0;1;0;0;0;0;No;1/1/2001;1/29/2016;1/29/2016;5506;
35;99;6;moderate_quality;0;0;1;0;0;1;1;1;1;1;0;0.89898922;-1.38664684;1.50730856;-0.3510191365;0;0;Association Between Psoriasis and Subclinical Atherosclerosis;Comorbidities;Medicine (United States);0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;3;1;UNK;UNK;UNK;0;0;NA;0;0;0;1;10;3.32;0;1;0;0;0;1;No;2/23/2016;4/5/2016;4/5/2016;71;
39;100;6;moderate_quality;0;0;1;1;0;1;1;1;0;0;1;1.01918925;-0.46702477;-1.24315804;0.371541677;3;2;EQ-5D in skin conditions: an assessment of validity and responsiveness;Diagnosis;European Journal of Health Economics;0;2015;1368;2.266;2.152;2.282;0.5;76;4.7;9;0.00463;0.838;98.68;0.52653;81.519;ISSN 14396637, 16187598;0.804;Q1;34;127;353;1201;538;284;1.88;9.46;Germany;;3;3;funding;Academic;Academic;1;0;NA;0;;0;1;13;3.7;0;0;0;0;0;0;No;12/2/2013;9/24/2014;9/24/2014;589;
42;101;6;moderate_quality;0;1;1;0;0;1;1;1;0;0;1;1.08511473;0.3314517;-0.9376564;-0.906778372;2;1;A Systematic Review of Factors Associated with Non- Adherence to Treatment for Immune-Mediated Inflammatory Diseases;Treatment;Advances in Therapy;0;2015;1745;2.503;2.434;2.439;0.568;88;4.9;5.6;0.00405;0.652;76.14;0.45978;54.771;ISSN 0741238X;0.79;Q1;44;95;271;3629;713;242;2.8;38.2;United States;;10;10;funding;Pharma;Pharma;0;1;AbbVie;0;10;100;1;46;5.52;0;1;0;0;0;0;No;7/14/2015;11/7/2015;11/7/2015;-3;Cluster 4
45;102;6;moderate_quality;1;0;1;0;0;1;1;1;0;0;1;0.84398356;0.59876608;-1.29893911;-0.6780346048;6;1;The Relationship of Obesity With the Severity of Psoriasis: A Systematic Review;Comorbidities;Journal of Cutaneous Medicine and Surgery;0;2015;713;1.191;1.114;1.049;0.488;80;6.5;9.1;0.00123;0.286;86.25;0.13971;23.77;ISSN 12034754, 16157109;0.572;Q2;37;108;265;2330;237;227;1.04;21.57;Germany;;4;3;No funding;No  funding;No  funding;0;0;NA;0;4;100;1;7;2.81;0;1;0;0;0;0;No;1/1/2001;5/7/2015;5/7/2015;NA;Cluster 4
53;103;6;moderate_quality;1;0;1;0;0;1;1;1;0;0;1;0.84398356;0.59876608;-1.29893911;-0.6780346048;0;0;Measurement, Classification and Evaluation of Sleep Disturbance in Psoriasis: A Systematic Review;Comorbidities;Sleep;0;2015;16906;4.793;4.363;5.532;1.128;196;8.8;8.2;0.02611;1.897;98.98;2.96775;85.645;ISSN 01618105;2.606;Q1;157;227;745;9191;3083;569;4.89;40.49;United States;;6;4;funding;non-pharma comp;Pharma;0;0;NA;1;0;0;1;18;4.17;0;0;0;0;0;0;No;12/7/2015;6/6/2016;6/6/2016;330;Cluster 4
72;104;6;moderate_quality;0;0;1;1;0;1;1;1;0;0;1;1.01918925;-0.46702477;-1.24315804;0.371541677;11;3;Effect of biologics on depressive symptoms in patients with psoriasis: a systematic review;Treatment;Journal of the European Academy of Dermatology and Venereology;1;2015;6915;3.029;2.761;2.905;0.829;356;5.1;7.8;0.01696;0.882;86.8;1.92714;84.426;ISSN 01909622, 10976787;2.242;Q1;162;625;1825;11220;4774;890;5.29;17.95;United States;;16;10;funding;Pharma;Pharma;0;1;AbbVie;0;10;62.5;1;8;3;0;0;0;0;0;0;No;9/1/2014;11/5/2014;11/5/2014;122;Cluster 4
76;105;6;moderate_quality;0;1;1;1;0;1;0;0;1;0;1;-0.90713503;0.27235448;0.37361246;0.1332078574;6;1;Clinical efficacy and safety of anti-IL-17 agents for the treatment of patients with psoriasis;Treatment;Immunotherapy;0;2015;1087;2.083;1.995;2.063;0.33;88;3.5;5.7;0.00416;0.595;29.55;0.47331;25;ISSN 1750743X, 17507448;0.667;Q3;25;116;432;7389;649;368;1.89;63.7;United Kingdom;;5;2;;UNK;UNK;0;0;NA;0;0;0;1;15;3.91;1;0;0;0;0;0;No;1/1/2001;1/1/2001;1/1/2001;0;Cluster 1
86;106;6;moderate_quality;0;0;1;0;0;1;1;1;1;0;1;1.11976464;-0.23758389;-0.24245688;-0.8321197735;5;4;Systematic Review of Cost-Effectiveness Analyses of Treatments for Psoriasis;Treatment;PharmacoEconomics;0;2014;3241;2.45;2.075;2.574;0.8;90;8.2;5.7;0.00555;0.876;65.56;0.6217;73.958;ISSN 11707690;1.142;Q1;80;132;280;5952;711;236;2.96;45.09;United Kingdom;;4;2;No funding;No  funding;No  funding;0;0;NA;0;1;25;1;14;3.81;0;0;0;0;1;0;No;1/1/2001;12/5/2014;12/5/2014;NA;Cluster 4
93;107;6;moderate_quality;0;1;1;0;0;1;1;1;1;0;0;0.97287938;-0.53230486;0.44609946;-0.2284868293;13;7;Psoriasis and risk of venous thromboembolism: a systematic review and meta-analysis;Comorbidities;QJM : monthly journal of the Association of Physicians;0;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ISSN 14602725, 14602393;0.753;Q1;95;255;735;2799;968;457;1.89;10.98;United Kingdom;;4;3;UNK;UNK;UNK;0;0;NA;0;0;0;2;5;2.32;0;1;0;0;0;1;No;2/24/2014;4/8/2014;4/8/2014;161;
97;108;6;moderate_quality;1;0;1;0;0;1;1;1;1;0;0;0.73174822;-0.26499049;0.08481675;0.0002569379;15;5;Evidence-based Recommendations for the Management of Comorbidities in Rheumatoid Arthritis, Psoriasis, and Psoriatic Arthritis: Expert Opinion of the Canadian Dermatology-Rheumatology Comorbidity Initiative;Comorbidities;Annals of the Rheumatic Diseases;0;2014;33400;10.377;9.493;9.644;4.904;303;5.6;6.3;0.07173;2.689;95.71;8.03429;98.438;ISSN 14682060, 00034967;3.77;Q1;171;606;1466;10646;10302;1009;10.09;17.57;United Kingdom;;16;10;funding;Pharma;Pharma;0;1;AbbVie;0;9;56.25;1;14;3.81;1;1;1;1;0;1;No;1/1/2001;5/4/2015;5/4/2015;NA;Cluster 4
109;109;6;moderate_quality;0;1;1;0;0;1;1;1;0;0;1;1.08511473;0.3314517;-0.9376564;-0.906778372;54;32;Antidrug antibodies in psoriasis: a systematic review;Treatment;British Journal of Dermatology;1;2014;20484;4.275;3.834;3.984;1.065;339;8.3;7.1;0.03247;1.169;85.55;3.6369;91.27;ISSN 13652133, 00070963;1.963;Q1;139;688;1638;14745;5233;1037;5;21.43;United Kingdom;;3;1;No funding;No  funding;No  funding;0;0;NA;0;1;33.33;1;13;3.7;0;0;0;0;0;0;No;1/1/2001;9/23/2013;9/23/2013;NA;Cluster 4
112;110;6;moderate_quality;0;0;1;0;0;1;1;1;1;0;1;1.11976464;-0.23758389;-0.24245688;-0.8321197735;14;8;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;Comorbidities;Journal of the European Academy of Dermatology and Venereology;1;2014;6077;2.826;2.625;2.976;0.578;256;5;7.8;0.01553;0.828;85.16;1.7388;83.333;ISSN 09269959, 14683083;1.324;Q1;70;361;1017;8754;2564;787;3.1;24.25;United Kingdom;;15;10;funding;Pharma;Pharma;0;1;AbbVie;0;14;93.33;1;10;3.32;0;1;0;0;0;0;No;1/1/2001;4/8/2014;4/8/2014;NA;Cluster 4
116;111;6;moderate_quality;0;0;1;1;0;1;1;1;1;0;0;0.90695391;-1.33078133;0.14059782;1.0498332197;1;0;Network Meta-analysis of Treatments for Chronic Plaque Psoriasis in Canada;Treatment;Journal of Cutaneous Medicine and Surgery;0;2014;623;0.935;0.91;0.92;0.143;63;7.1;8.7;0.00118;0.27;80.95;0.13195;24.603;ISSN 12034754, 16157109;0.433;Q2;37;81;257;1761;203;215;0.88;21.74;Germany;;3;1;UNK;UNK;UNK;0;0;NA;0;3;100;1;8;3;1;0;0;0;0;1;No;1/1/2001;11/1/2014;11/1/2014;NA;Cluster 2
125;112;6;moderate_quality;1;1;1;0;0;0;1;1;0;0;1;-0.45398655;1.82783138;-1.25614142;-0.0460155278;12;11;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: systematic review and expert opinion;Diagnosis;Journal of the European Academy of Dermatology and Venereology;1;2014;6077;2.826;2.625;2.976;0.578;256;5;7.8;0.01553;0.828;85.16;1.7388;83.333;ISSN 09269959, 14683083;1.324;Q1;70;361;1017;8754;2564;787;3.1;24.25;United Kingdom;;15;10;funding;Pharma;Pharma;0;1;AbbVie;0;10;66.67;1;10;3.32;1;1;1;1;0;1;No;1/1/2001;4/8/2014;4/8/2014;NA;
127;113;6;moderate_quality;0;0;1;1;0;1;1;1;0;0;1;1.01918925;-0.46702477;-1.24315804;0.371541677;4;2;Evidence-based practice guideline of Chinese herbal medicine for psoriasis vulgaris (Bai Bi);Treatment;European Journal of Integrative Medicine;0;2014;266;0.777;0.677;0.84;1.234;77;2.1;7.3;0.00051;0.159;77.92;0.05667;18.75;ISSN 18763820;0.277;Q2;11;88;177;3184;167;154;1.03;36.18;Germany;;20;8;funding;Academic;Academic;1;0;NA;0;0;0;1;12;3.58;1;0;0;1;0;0;No;7/31/2013;1/24/2014;1/24/2014;177;Cluster 4
128;114;6;moderate_quality;1;1;1;1;0;1;0;0;0;0;1;-1.1829161;1.10870445;-0.68286978;0.287293026;4;2;Treatment Sequencing After Failure of the First Biologic in Cost-Effectiveness Models of Psoriasis: A Systematic Review of Published Models and Clinical Practice Guideline;Treatment;PharmacoEconomics;0;2014;3241;2.45;2.075;2.574;0.8;90;8.2;5.7;0.00555;0.876;65.56;0.6217;73.958;ISSN 11707690;1.142;Q1;80;132;280;5952;711;236;2.96;45.09;United Kingdom;;5;4;funding;Pharma;Pharma;0;1;Novartis;0;5;100;2;15;3.91;0;0;0;0;1;0;No;1/1/2001;1/28/2014;1/28/2014;NA;Cluster 1
160;115;6;moderate_quality;0;1;1;0;0;1;1;1;0;0;1;1.08511473;0.3314517;-0.9376564;-0.906778372;13;7;Efficacy and safety of combinations of first-line topical treatments in chronic plaque psoriasis: a systematic literature review;Treatment;Journal of the European Academy of Dermatology and Venereology;1;2013;5616;3.105;2.825;3.133;0.728;298;4.6;7.9;0.0148;0.847;90.27;1.63098;84.426;ISSN 01909622, 10976787;1.935;Q1;162;616;1653;12017;4796;921;5.66;19.51;United States;;5;1;funding;Pharma;Pharma;0;1;LEO Pharma;0;5;100;1;21;4.39;1;0;0;0;0;0;No;8/7/2012;10/29/2012;10/29/2012;113;Cluster 4
166;116;6;moderate_quality;0;1;1;0;0;1;0;0;1;1;1;-0.91509971;0.21648897;1.74032319;-1.2676444989;19;9;Leptin levels in patients with psoriasis: a meta-analysis;Comorbidities;Clinical and Experimental Dermatology;1;2013;3930;1.234;1.195;1.337;0.202;173;8.2;8.6;0.00716;0.389;94.22;0.78876;33.607;ISSN 03076938, 13652230;0.642;Q2;62;238;869;2915;1001;620;1.6;12.25;United Kingdom;;6;3;funding;Academic;Academic;1;0;NA;0;0;0;1;6;2.58;0;1;0;0;0;1;No;1/1/2001;8/4/2016;8/4/2016;NA;Cluster 3
167;117;6;moderate_quality;0;0;1;1;0;1;0;0;1;1;1;-0.98102519;-0.58198749;1.43482155;0.0106755501;8;4;Meta-analysis of vitamin D receptor polymorphisms and psoriasis risk;Pathogeny;International Journal of Dermatology;1;2013;5223;1.227;1.197;1.366;0.307;225;9;9.2;0.00752;0.377;88.44;0.8285;31.967;ISSN 13654632, 00119059;0.632;Q2;71;419;1009;6869;1398;776;1.57;16.39;United Kingdom;;3;3;funding;Academic;Academic;1;0;NA;0;0;0;1;6;2.58;0;0;0;0;0;1;No;1/1/2001;3/13/2013;3/13/2013;NA;Cluster 2
168;118;6;moderate_quality;0;1;1;0;0;1;0;0;1;1;1;-0.91509971;0.21648897;1.74032319;-1.2676444989;6;4;Adiponectin levels in patients with psoriasis: A meta-analysis;Comorbidities;Journal of Dermatology;1;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ISSN 03852407;0.96;Q1;45;355;893;4469;1192;394;3.05;12.59;United Kingdom;;6;3;funding;Academic;Academic;1;0;NA;0;0;0;1;5;2.32;0;1;0;0;0;1;No;11/20/2012;1/21/2013;1/21/2013;62;
171;119;6;moderate_quality;1;0;1;0;0;1;1;1;0;0;1;0.84398356;0.59876608;-1.29893911;-0.6780346048;35;24;Topical therapies for the treatment of plaque psoriasis: systematic review and network meta-analyses;Treatment;British Journal of Dermatology;1;2013;20604;4.1;3.605;4.137;1.308;341;8.1;6.6;0.03434;1.186;85.92;3.78498;89.344;ISSN 13652133, 00070963;1.931;Q1;139;574;1594;13130;5323;1050;4.91;22.87;United Kingdom;;5;4;funding;Academic;Academic;1;0;NA;0;0;0;1;14;3.81;0;0;0;0;0;1;No;1/1/2001;2/10/2018;2/10/2018;NA;Cluster 4
188;120;6;moderate_quality;0;1;1;0;0;1;1;1;0;0;1;1.08511473;0.3314517;-0.9376564;-0.906778372;50;25;Adherence to medication in patients with psoriasis: a systematic literature review;Treatment;British Journal of Dermatology;1;2013;20604;4.1;3.605;4.137;1.308;341;8.1;6.6;0.03434;1.186;85.92;3.78498;89.344;ISSN 13652133, 00070963;1.931;Q1;139;574;1594;13130;5323;1050;4.91;22.87;United Kingdom;;5;2;funding;non-pharma comp;Pharma;0;0;NA;1;0;0;1;12;3.58;1;1;1;0;0;0;No;1/1/2001;8/30/2012;8/30/2012;NA;Cluster 4
214;121;6;moderate_quality;0;1;1;1;0;1;0;0;1;1;0;-1.12791044;-0.87670846;2.12337789;0.6143084943;29;16;Combination Treatments for Psoriasis. A Systematic Review and Meta-analysis.;Treatment;Archives of Dermatology;1;2012;12875;4.792;4.428;4.64;0.836;128;>10.0;7.3;0.01884;1.644;95.31;Not Available;94.068;ISSN 21686084, 21686068;1.511;Q1;134;372;1127;4535;2355;701;3.09;12.19;United States;;5;5;UNK;UNK;UNK;0;0;NA;0;1;20;1;12;3.58;1;0;0;0;0;1;No;1/1/2001;12/19/2011;12/19/2011;NA;Cluster 2
217;122;6;moderate_quality;0;0;1;1;0;1;1;1;0;0;1;1.01918925;-0.46702477;-1.24315804;0.371541677;124;63;Efficacy of biologics in the treatment of moderate to severe psoriasis: a network meta-analysis of randomized controlled trials;Treatment;British Journal of Dermatology;1;2012;19868;3.759;3.287;4.162;1.195;354;8;6.7;0.03964;1.307;87.29;Not Available;92.373;ISSN 13652133, 00070963;2.015;Q1;139;556;1594;13257;5072;1085;4.64;23.84;United Kingdom;;4;3;funding;Pharma;Pharma;0;1;Janssen-Cilag;0;4;100;2;10;3.32;1;0;0;0;0;1;No;1/1/2001;8/14/2011;8/14/2011;NA;Cluster 4
254;123;6;moderate_quality;0;1;1;0;0;1;1;1;0;0;1;1.08511473;0.3314517;-0.9376564;-0.906778372;82;50;Assessment of risk of psoriatic arthritis in patients with plaque psoriasis: a systematic review of the literature;Comorbidities;Journal of the European Academy of Dermatology and Venereology;1;2010;3781;3.309;3.045;2.821;0.452;228;4.2;7.1;0.01174;0.704;85.53;Not Available;82.727;ISSN 01909622, 10976787;1.589;Q1;162;454;1411;10355;5051;1195;3.93;22.81;United States;;14;10;funding;Pharma;Pharma;0;1;AbbVie;0;2;14.29;2;5;2.32;1;1;1;0;0;0;No;5/28/2009;12/18/2009;12/18/2009;204;Cluster 4
276;124;6;moderate_quality;0;0;1;1;0;1;1;1;0;0;1;1.01918925;-0.46702477;-1.24315804;0.371541677;13;7;The Role of Antimalarials in the Exacerbation of Psoriasis;Pathogeny;American Journal of Clinical Dermatology;1;2006;856;2.022;1.967;NA;0.213;47;3.9;7.8;NA;NA;57.45;Not Available;70.513;ISSN 11750561;1.154;Q1;69;48;185;2371;673;172;3.3;49.4;United Kingdom;;4;3;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;9;3.17;1;1;1;0;0;0;No;1/1/2001;1/1/2006;1/1/2006;NA;
290;125;6;moderate_quality;0;1;1;1;0;1;0;0;1;0;1;-0.90713503;0.27235448;0.37361246;0.1332078574;132;;Systematic review of comparative efficacy and tolerability of calcipotriol in treating chronic plaque psoriasis;Treatment;British Medical Journal;0;2000;51530;5.331;4.699;NA;2.928;612;6.9;3.7;NA;NA;81.37;Not Available;92.857;ISSN 09598146;1.9;Q1;337;2688;7736;12967;13467;3000;4.36;4.82;United Kingdom;;4;3;funding;Pharma;Pharma;0;1;Boots Healthcare International;0;3;75;1;5;2.32;1;0;0;0;0;1;No;1/1/2001;12/7/1999;12/7/1999;-539;
291;126;6;moderate_quality;1;1;1;1;0;1;0;1;0;0;0;-0.35577441;0.15700134;-0.43819002;1.0346559283;70;;Treatment With UV-B  for psoriasis and Nonmelanoma Skin Cancer;Treatment;Archives of Dermatology;1;1999;10496;2.889;2.603;NA;0.599;182;>10.0;7;NA;NA;93.41;Not Available;95.833;ISSN 21686084, 21686068;1.078;Q1;134;361;1077;5219;1683;729;2.14;14.46;United States;;4;3;funding;Academic;Academic;1;0;NA;0;UNK;NA;;7;2.81;0;1;0;0;0;0;No;1/1/2001;2/16/1999;2/16/1999;-685;
298;127;6;moderate_quality;0;1;1;1;0;1;0;0;1;1;0;-1.12791044;-0.87670846;2.12337789;0.6143084943;0;;Association between MTHFR 677C/T polymorphism and psoriasis risk: a meta-analysis;Pathogeny;Genetics and Molecular Research;0;2015;3562;0.764;0.662;0.912;0.08;1655;3.4;8.4;0.009;0.197;99.82;1.02338;7.941;ISSN 16765680;0.363;Q4;34;1906;2361;48966;2125;2350;0.84;25.69;Brazil;;5;3;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;8;3;0;1;0;0;0;1;No;8/14/2014;12/8/2014;12/8/2014;-2;
4;128;5;moderate_quality;0;1;1;0;0;1;1;0;0;0;1;0.19359154;0.32067289;-0.75666217;-0.9874602749;1;0;Biomarkers in psoriatic arthritis: a systematic literature review;Pathogeny;Expert Review of Clinical Immunology;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;4;4;funding;Academic;Academic;1;0;NA;0;0;0;;;#N/A;0;0;0;0;0;0;No;10/8/2015;6/28/2016;6/28/2016;323;
12;129;5;moderate_quality;0;1;1;1;0;1;0;0;0;0;1;-0.85928118;0.17362912;-0.58446942;0.121597314;0;0;Psoriasis and Smoking: A Systematic Literature Review and Meta-Analysis With Qualitative Analysis of Effect of Smoking on Psoriasis Severity;Pathogeny;Value in Health;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;16;10;funding;Pharma;Pharma;0;1;AbbVie;0;10;62.5;1;8;3;0;1;0;0;0;1;No;1/1/2001;10/9/2015;10/9/2015;5365;
26;130;5;moderate_quality;1;1;1;0;0;0;0;0;1;1;0;-2.51858249;0.75038673;1.84751215;0.2597993447;1;1;Effects of Narrow Band Ultraviolet B on Serum Levels of Vascular Endothelial Growth Factor and Interleukin-8 in Patients with Psoriasis;Treatment;American Journal of Therapeutics;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;3;1;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;8;3;0;1;0;0;0;1;No;1/1/2001;6/1/2016;6/1/2016;5483;Cluster 4
